"x","y","z","Stardesc","Multiple","Colour","Name","Planet Count","Atmosphere","Temperature","Biosphere","Population","TechLevel","World Tag 1","World Tag 2","GalacticX","GalacticY","clusterNum","mapcolour","FullName"
2,75.44,-8,"Type'M'flare star",0,"#C80000","","4","Breathable Mix|Airless/Thin Atmosphere|Inert Gas|Breathable Mix|","Frozen|Cold|Cold|Frozen|","Human-miscible biosphere|Immiscible biosphere|No native biosphere|Engineered biosphere|","Millions|Billions|Tens of thousands|Outpost|","5. Pretech|4. Baseline postech|3. Twentieth-century|2. Nineteenth-century|","Colonized Population|Abandoned Colony|Area 51|Badlands World|","Colonized Population|Abandoned Colony|Area 51|Badlands World|",80752,102075.44,"7","#000075","Uneyurra"
218,57.04,-1,"Type'K'orange star",0,"#C88800","","3","Invasive, toxic atmosphere|Invasive, toxic atmosphere|Breathable Mix|","Warm|Warm|Temperate|","No native biosphere|Immiscible biosphere|No native biosphere|","Hundreds of thousands|Tens of thousands|Hundreds of thousands|","4. with specialties or surviving pretech|4. with specialties or surviving pretech|3. Twentieth-century|","Bubble Cities|Civil War|Bubble Cities|","Bubble Cities|Civil War|Bubble Cities|",80968,102057.04,"7","#000075","Iyro"
222,10.12,-88,"Type'F'white star",5,"#C8C8C8","Kumi","3","Breathable Mix|Breathable Mix|Breathable Mix|","Cold|Temperate|Temperate|","Human-miscible biosphere|Immiscible biosphere|No native biosphere|","Tens of thousands|Tens of thousands|Hundreds of thousands|","4. Baseline postech|4. Baseline postech|3. Twentieth-century|","Abandoned Colony|Area 51|Badlands World|","Abandoned Colony|Area 51|Badlands World|",80972,102010.12,"7","#000075","Kumi"
9,80.04,-242,"Type'M'flare star",1,"#C80000","","2","Invasive, toxic atmosphere|Airless/Thin Atmosphere|","Variable temperate-to-warm|Frozen|","Human-miscible biosphere|Immiscible biosphere|","Failed colony|Hundreds of thousands|","4. Baseline postech|3. Twentieth-century|","Colonized Population|Desert World|","Colonized Population|Desert World|",80759,102080.04,"7","#000075","Yiluu"
32,86.48,-2,"Type'M'flare star",0,"#C80000","","2","Breathable Mix|Breathable Mix|","Temperate|Cold|","Immiscible biosphere|Immiscible biosphere|","Tens of thousands|Outpost|","3. Twentieth-century|4. with specialties or surviving pretech|","Area 51|Desert World|","Area 51|Desert World|",80782,102086.48,"7","#000075","Is"
115,22.08,0,"Faint type'M'red star",0,"#C80000","","2","Invasive, toxic atmosphere|Breathable Mix|","Burning|Variable temperate-to-warm|","No native biosphere|Hybrid biosphere|","Aliens|Billions|","4. Baseline postech|4. with specialties or surviving pretech|","Altered Humanity|Desert World|","Altered Humanity|Desert World|",80865,102022.08,"9","#3cb44b","Brau`blaa"
13,168.36,-29,"Type'M'flare star",0,"#C80000","","1","Breathable Mix|","Temperate|","Microbial life|","Tens of thousands|","3. Twentieth-century|","Civil War|","Civil War|",80763,102168.36,"7","#000075","Ki’ek"
66,123.28,0,"Faint type'M'red star",0,"#C80000","","5","Invasive, toxic atmosphere|Corrosive|Breathable Mix|Breathable Mix|Breathable Mix|","Variable temperate-to-warm|Variable temperate-to-warm|Variable cold-to-temperate|Warm|Cold|","No native biosphere|Hybrid biosphere|Immiscible biosphere|Immiscible biosphere|Microbial life|","Aliens|Billions|Hundreds of thousands|Tens of thousands|Tens of thousands|","1. Medieval|4. with specialties or surviving pretech|1. Medieval|3. Twentieth-century|2. Nineteenth-century|","Altered Humanity|Desert World|Alien Ruins|Civil War|Civil War|","Altered Humanity|Desert World|Alien Ruins|Civil War|Civil War|",80816,102123.28,"7","#000075","Yei"
237,230.92,-24,"Type'M'flare star",0,"#C80000","","5","Breathable Mix|Breathable Mix|Breathable Mix|Breathable Mix|Breathable Mix|","Cold|Variable temperate-to-warm|Variable cold-to-temperate|Temperate|Cold|","Biosphere remnants|Hybrid biosphere|Immiscible biosphere|Microbial life|Microbial life|","Millions|Billions|Aliens|Billions|Tens of thousands|","4. with specialties or surviving pretech|4. with specialties or surviving pretech|4. Baseline postech|4. with specialties or surviving pretech|2. Nineteenth-century|","Colonized Population|Desert World|Desert World|Cold War|Civil War|","Colonized Population|Desert World|Desert World|Cold War|Civil War|",80987,102230.92,"7","#000075","Irti¨s"
242,102.12,1,"Type'M'flare star",0,"#C80000","","1","Corrosive|","Burning|","Immiscible biosphere|","Hundreds of thousands|","4. Baseline postech|","Badlands World|","Badlands World|",80992,102352.12,"7","#000075","Un"
110,161,0,"Faint type'M'red star",4,"#C80000","","1","Breathable Mix|","Warm|","No native biosphere|","Outpost|","3. Twentieth-century|","Alien Ruins|","Alien Ruins|",80860,102411,"7","#000075","E¨mpat"
-3,222.64,27,"Type'M'flare star",0,"#C80000","","1","Corrosive|","Temperate|","Human-miscible biosphere|","Tens of thousands|","1. Medieval|","Colonized Population|","Colonized Population|",80747,102472.64,"7","#000075","Kiuk"
8,0.92,0,"Type'M'flare star",0,"#C80000","","2","Breathable Mix|Breathable Mix|","Variable cold-to-temperate|Warm|","Human-miscible biosphere|Immiscible biosphere|","Hundreds of thousands|Billions|","2. Nineteenth-century|4. with specialties or surviving pretech|","Alien Ruins|Alien Ruins|","Alien Ruins|Alien Ruins|",80758,102250.92,"7","#000075","Akesh"
3,75.44,2,"Type'M'flare star",0,"#C80000","","2","Corrosive|Breathable Mix|","Warm|Frozen|","Human-miscible biosphere|Immiscible biosphere|","Outpost|Tens of thousands|","3. Twentieth-century|4. Baseline postech|","Colonized Population|Civil War|","Colonized Population|Civil War|",80753,102325.44,"7","#000075","Popou"
146,48.76,0,"Type'M'flare star",0,"#C80000","","2","Breathable Mix|Corrosive, and invasive atmosphere|","Cold|Cold|","Biosphere remnants|Microbial life|","Millions|Tens of thousands|","4. Baseline postech|1. Medieval|","Altered Humanity|Area 51|","Altered Humanity|Area 51|",80896,102298.76,"7","#000075","Kin"
189,161,0,"Type'M'flare star",0,"#C80000","","2","Corrosive|Thick atmosphere, breathable with a pressure mask|","Variable temperate-to-warm|Warm|","Human-miscible biosphere|Microbial life|","Millions|Hundreds of thousands|","4. with specialties or surviving pretech|1. Medieval|","Badlands World|Bubble Cities|","Badlands World|Bubble Cities|",80939,102411,"7","#000075","Yinto¨m"
20,1.84,0,"Type'M'flare star",4,"#C80000","Hape","2","Breathable Mix|Breathable Mix|","Temperate|Cold|","Human-miscible biosphere|No native biosphere|","Tens of thousands|Tens of thousands|","4. Baseline postech|4. Baseline postech|","Alien Ruins|Alien Ruins|","Alien Ruins|Alien Ruins|",80770,102251.84,"7","#000075","Hape"
178,230,5,"Faint type'M'red star",0,"#C80000","","2","Corrosive, and invasive atmosphere|Breathable Mix|","Variable temperate-to-warm|Variable cold-to-temperate|","Human-miscible biosphere|Microbial life|","Millions|Tens of thousands|","3. Twentieth-century|1. Medieval|","Civil War|Area 51|","Civil War|Area 51|",80928,102480,"7","#000075","Yie¨"
18,168.36,36,"Type'M'flare star",0,"#C80000","Nasa","2","Breathable Mix|Thick atmosphere, breathable with a pressure mask|","Temperate|Warm|","Human-miscible biosphere|Immiscible biosphere|","Millions|Billions|","4. with specialties or surviving pretech|4. Baseline postech|","Area 51|Colonized Population|","Area 51|Colonized Population|",80768,102418.36,"7","#000075","Nasa"
5,154.56,0,"Type'M'flare star",0,"#C80000","","3","Corrosive, and invasive atmosphere|Corrosive, and invasive atmosphere|Corrosive|","Warm|Cold|Cold|","Microbial life|Microbial life|Biosphere remnants|","Hundreds of thousands|Tens of thousands|Billions|","1. Medieval|1. Medieval|1. Medieval|","Civil War|Bubble Cities|Badlands World|","Civil War|Bubble Cities|Badlands World|",80755,102404.56,"7","#000075","Porri¨"
1,64.4,0,"Type'M'flare star",0,"#C80000","","3","Breathable Mix|Breathable Mix|Thick atmosphere, breathable with a pressure mask|","Cold|Variable cold-to-temperate|Warm|","Human-miscible biosphere|Microbial life|Human-miscible biosphere|","Billions|Tens of thousands|Hundreds of thousands|","1. Medieval|1. Medieval|4. Baseline postech|","Civil War|Altered Humanity|Altered Humanity|","Civil War|Altered Humanity|Altered Humanity|",80751,102314.4,"7","#000075","Eyre"
13,234.6,-1,"Type'M'flare star",0,"#C80000","","2","Airless/Thin Atmosphere|Breathable Mix|","Variable cold-to-temperate|Warm|","Microbial life|Human-miscible biosphere|","Tens of thousands|Outpost|","3. Twentieth-century|4. Baseline postech|","Cold War|Colonized Population|","Cold War|Colonized Population|",80763,102734.6,"7","#000075","We¨yramirro"
10,119.6,0,"Type'M'flare star",2,"#C80000","","2","Breathable Mix|Airless/Thin Atmosphere|","Variable temperate-to-warm|Temperate|","Hybrid biosphere|Human-miscible biosphere|","Millions|Millions|","3. Twentieth-century|4. Baseline postech|","Civil War|Colonized Population|","Civil War|Colonized Population|",80760,102619.6,"7","#000075","E¨ntate¨woup"
110,101.2,0,"Faint type'M'red star",4,"#C80000","","3","Airless/Thin Atmosphere|Inert Gas|Breathable Mix|","Temperate|Temperate|Variable cold-to-temperate|","No native biosphere|Immiscible biosphere|Biosphere remnants|","Tens of thousands|Tens of thousands|Hundreds of thousands|","4. with specialties or surviving pretech|3. Twentieth-century|3. Twentieth-century|","Bubble Cities|Area 51|Out of Contact|","Bubble Cities|Area 51|Out of Contact|",80860,102601.2,"7","#000075","Histi¨shtosheksun"
-3,222.64,-27,"Type'M'flare star",0,"#C80000","","4","Breathable Mix|Breathable Mix|Corrosive|Breathable Mix|","Cold|Cold|Variable cold-to-temperate|Temperate|","Human-miscible biosphere|No native biosphere|Biosphere remnants|Human-miscible biosphere|","Hundreds of thousands|Hundreds of thousands|Hundreds of thousands|Hundreds of thousands|","4. with specialties or surviving pretech|4. Baseline postech|3. Twentieth-century|2. Nineteenth-century|","Colonized Population|Bubble Cities|Out of Contact|Civil War|","Colonized Population|Bubble Cities|Out of Contact|Civil War|",80747,102722.64,"7","#000075","Impe¨p"
8,0.92,0,"Type'M'flare star",0,"#C80000","","4","Inert Gas|Breathable Mix|Inert Gas|Invasive, toxic atmosphere|","Warm|Temperate|Temperate|Cold|","Microbial life|Human-miscible biosphere|Biosphere remnants|Immiscible biosphere|","Hundreds of thousands|Hundreds of thousands|Tens of thousands|Millions|","2. Nineteenth-century|3. Twentieth-century|4. Baseline postech|0. Stone age|","Area 51|Badlands World|Badlands World|Desert World|","Area 51|Badlands World|Badlands World|Desert World|",80758,102500.92,"7","#000075","Akesh"
3,75.44,-2,"Type'M'flare star",0,"#C80000","","5","Breathable Mix|Airless/Thin Atmosphere|Breathable Mix|Breathable Mix|Breathable Mix|","Temperate|Burning|Variable cold-to-temperate|Burning|Cold|","Microbial life|Hybrid biosphere|Biosphere remnants|No native biosphere|Hybrid biosphere|","Hundreds of thousands|Hundreds of thousands|Hundreds of thousands|Outpost|Billions|","5. Pretech|4. Baseline postech|3. Twentieth-century|4. Baseline postech|4. Baseline postech|","Civil War|Civil War|Out of Contact|Cold War|Alien Ruins|","Civil War|Civil War|Out of Contact|Cold War|Alien Ruins|",80753,102575.44,"7","#000075","Kokamo"
146,48.76,0,"Type'M'flare star",0,"#C80000","","2","Inert Gas|Breathable Mix|","Variable temperate-to-warm|Cold|","Microbial life|Microbial life|","Failed colony|Outpost|","3. Twentieth-century|4. Baseline postech|","Alien Ruins|Colonized Population|","Alien Ruins|Colonized Population|",80896,102548.76,"7","#000075","Kin"
189,161,0,"Type'M'flare star",0,"#C80000","","2","Breathable Mix|Inert Gas|","Temperate|Variable cold-to-temperate|","Human-miscible biosphere|No native biosphere|","Tens of thousands|Outpost|","4. Baseline postech|4. Baseline postech|","Bubble Cities|Badlands World|","Bubble Cities|Badlands World|",80939,102661,"7","#000075","Yinto¨m"
20,1.84,0,"Type'M'flare star",4,"#C80000","","3","Inert Gas|Breathable Mix|Corrosive|","Variable temperate-to-warm|Temperate|Variable cold-to-temperate|","Engineered biosphere|Human-miscible biosphere|Human-miscible biosphere|","Billions|Hundreds of thousands|Tens of thousands|","4. Baseline postech|3. Twentieth-century|3. Twentieth-century|","Desert World|Badlands World|Civil War|","Desert World|Badlands World|Civil War|",80770,102501.84,"7","#000075","Hasa"
178,230,-5,"Faint type'M'red star",0,"#C80000","","4","Breathable Mix|Inert Gas|Breathable Mix|Breathable Mix|","Cold|Temperate|Variable cold-to-temperate|Variable temperate-to-warm|","Human-miscible biosphere|Engineered biosphere|Biosphere remnants|Immiscible biosphere|","Tens of thousands|Outpost|Hundreds of thousands|Aliens|","3. Twentieth-century|3. Twentieth-century|3. Twentieth-century|2. Nineteenth-century|","Bubble Cities|Bubble Cities|Out of Contact|Desert World|","Bubble Cities|Bubble Cities|Out of Contact|Desert World|",80928,102730,"7","#000075","Awep"
18,168.36,-36,"Type'M'flare star",0,"#C80000","","4","Inert Gas|Inert Gas|Inert Gas|Thick atmosphere, breathable with a pressure mask|","Warm|Temperate|Warm|Cold|","No native biosphere|Human-miscible biosphere|Engineered biosphere|Human-miscible biosphere|","Billions|Hundreds of thousands|Aliens|Tens of thousands|","4. with specialties or surviving pretech|3. Twentieth-century|2. Nineteenth-century|3. Twentieth-century|","Cold War|Badlands World|Area 51|Colonized Population|","Cold War|Badlands World|Area 51|Colonized Population|",80768,102668.36,"7","#000075","Histi¨w"
5,154.56,0,"Type'M'flare star",0,"#C80000","","5","Breathable Mix|Invasive, toxic atmosphere|Corrosive|Breathable Mix|Airless/Thin Atmosphere|","Variable cold-to-temperate|Temperate|Variable cold-to-temperate|Cold|Frozen|","No native biosphere|Hybrid biosphere|Biosphere remnants|No native biosphere|Human-miscible biosphere|","Millions|Failed colony|Tens of thousands|Tens of thousands|Tens of thousands|","3. Twentieth-century|4. Baseline postech|0. Stone age|4. with specialties or surviving pretech|1. Medieval|","Badlands World|Civil War|Civil War|Bubble Cities|Altered Humanity|","Badlands World|Civil War|Civil War|Bubble Cities|Altered Humanity|",80755,102654.56,"7","#000075","Porri¨"
1,64.4,0,"Type'M'flare star",0,"#C80000","","2","Inert Gas|Corrosive, and invasive atmosphere|","Temperate|Temperate|","Human-miscible biosphere|Human-miscible biosphere|","Billions|Hundreds of thousands|","4. Baseline postech|3. Twentieth-century|","Bubble Cities|Badlands World|","Bubble Cities|Badlands World|",80751,102564.4,"7","#000075","Eyre"
98,43.24,-1,"Type'M'red star",2,"#C80000","","2","Breathable Mix|Breathable Mix|","Warm|Burning|","Engineered biosphere|No native biosphere|","Tens of thousands|Outpost|","4. Baseline postech|4. with specialties or surviving pretech|","Cold War|Out of Contact|","Cold War|Out of Contact|",80848,102543.24,"7","#000075","Yi¨mounte¨"
37,186.76,-70,"Type'M'flare star",0,"#C80000","","3","Inert Gas|Breathable Mix|Inert Gas|","Variable temperate-to-warm|Temperate|Variable temperate-to-warm|","Human-miscible biosphere|Human-miscible biosphere|Human-miscible biosphere|","Millions|Hundreds of thousands|Billions|","3. Twentieth-century|3. Twentieth-century|3. Twentieth-century|","Cold War|Badlands World|Alien Ruins|","Cold War|Badlands World|Alien Ruins|",80787,102686.76,"7","#000075","Mue¨pumo"
131,58.88,0,"Type'K'orange star",2,"#C88800","","4","Breathable Mix|Invasive, toxic atmosphere|Inert Gas|Invasive, toxic atmosphere|","Cold|Temperate|Warm|Warm|","Biosphere remnants|Human-miscible biosphere|Immiscible biosphere|Human-miscible biosphere|","Tens of thousands|Hundreds of thousands|Outpost|Hundreds of thousands|","2. Nineteenth-century|3. Twentieth-century|1. Medieval|1. Medieval|","Colonized Population|Badlands World|Altered Humanity|Alien Ruins|","Colonized Population|Badlands World|Altered Humanity|Alien Ruins|",80881,102558.88,"7","#000075","Pes"
25,12.88,0,"Type'M'flare star",1,"#C80000","","4","Inert Gas|Breathable Mix|Inert Gas|Corrosive|","Temperate|Temperate|Warm|Warm|","Hybrid biosphere|Human-miscible biosphere|Immiscible biosphere|Immiscible biosphere|","Hundreds of thousands|Hundreds of thousands|Billions|Millions|","1. Medieval|3. Twentieth-century|1. Medieval|4. Baseline postech|","Badlands World|Badlands World|Bubble Cities|Cold War|","Badlands World|Badlands World|Bubble Cities|Cold War|",80775,102512.88,"7","#000075","Hat"
8,161,-1,"Faint type'M'red star",4,"#C80000","Oul","2","Breathable Mix|Breathable Mix|","Cold|Temperate|","Biosphere remnants|Human-miscible biosphere|","Outpost|Hundreds of thousands|","1. Medieval|4. Baseline postech|","Area 51|Civil War|","Area 51|Civil War|",80758,102911,"7","#000075","Oul"
184,231.84,-23,"Faint type'M'red star",1,"#C80000","Umoti¨’o¨k","3","Thick atmosphere, breathable with a pressure mask|Breathable Mix|Breathable Mix|","Burning|Temperate|Temperate|","Human-miscible biosphere|Immiscible biosphere|Human-miscible biosphere|","Hundreds of thousands|Tens of thousands|Hundreds of thousands|","4. Baseline postech|4. Baseline postech|4. Baseline postech|","Desert World|Alien Ruins|Civil War|","Desert World|Alien Ruins|Civil War|",80934,102981.84,"7","#000075","Umoti¨’o¨k"
82,205.16,-42,"Type'M'flare star",0,"#C80000","Moiwoum","5","Breathable Mix|Breathable Mix|Breathable Mix|Breathable Mix|Thick atmosphere, breathable with a pressure mask|","Temperate|Temperate|Temperate|Warm|Warm|","Human-miscible biosphere|Human-miscible biosphere|Human-miscible biosphere|No native biosphere|Human-miscible biosphere|","Outpost|Hundreds of thousands|Hundreds of thousands|Billions|Hundreds of thousands|","4. Baseline postech|0. Stone age|4. Baseline postech|4. with specialties or surviving pretech|3. Twentieth-century|","Civil War|Badlands World|Civil War|Alien Ruins|Civil War|","Civil War|Badlands World|Civil War|Alien Ruins|Civil War|",80832,102955.16,"7","#000075","Moiwoum"
-2,161,-1,"Type'M'flare star",0,"#C80000","","2","Thick atmosphere, breathable with a pressure mask|Airless/Thin Atmosphere|","Cold|Temperate|","Human-miscible biosphere|Microbial life|","Hundreds of thousands|Outpost|","4. Baseline postech|2. Nineteenth-century|","Badlands World|Altered Humanity|","Badlands World|Altered Humanity|",80748,102911,"7","#000075","Yo¨n"
40,16.56,0,"Type'M'flare star",0,"#C80000","Parti¨","3","Breathable Mix|Corrosive, and invasive atmosphere|Breathable Mix|","Warm|Warm|Temperate|","Hybrid biosphere|Hybrid biosphere|Human-miscible biosphere|","Hundreds of thousands|Millions|Hundreds of thousands|","5. Pretech|4. Baseline postech|4. Baseline postech|","Altered Humanity|Alien Ruins|Civil War|","Altered Humanity|Alien Ruins|Civil War|",80790,102766.56,"7","#000075","Parti¨"
2,75.44,-8,"Type'M'flare star",0,"#C80000","Iyi","4","Thick atmosphere, breathable with a pressure mask|Thick atmosphere, breathable with a pressure mask|Breathable Mix|Breathable Mix|","Temperate|Cold|Temperate|Variable temperate-to-warm|","Human-miscible biosphere|Human-miscible biosphere|Human-miscible biosphere|No native biosphere|","Failed colony|Millions|Hundreds of thousands|Outpost|","2. Nineteenth-century|2. Nineteenth-century|4. Baseline postech|4. Baseline postech|","Abandoned Colony|Cold War|Bubble Cities|Cold War|","Abandoned Colony|Cold War|Bubble Cities|Cold War|",80752,102825.44,"7","#000075","Iyi"
218,57.04,-1,"Type'K'orange star",0,"#C88800","","1","Breathable Mix|","Variable temperate-to-warm|","Microbial life|","Aliens|","4. Baseline postech|","Area 51|","Area 51|",80968,102807.04,"7","#000075","Iyro"
222,10.12,-88,"Type'F'white star",5,"#C8C8C8","","2","Thick atmosphere, breathable with a pressure mask|Breathable Mix|","Temperate|Temperate|","Immiscible biosphere|No native biosphere|","Tens of thousands|Outpost|","4. Baseline postech|3. Twentieth-century|","Civil War|Altered Humanity|","Civil War|Altered Humanity|",80972,102760.12,"7","#000075","Liwoumo"
9,80.04,-242,"Type'M'flare star",1,"#C80000","Ki¨pa","4","Airless/Thin Atmosphere|Breathable Mix|Breathable Mix|Breathable Mix|","Warm|Variable cold-to-temperate|Temperate|Variable cold-to-temperate|","Hybrid biosphere|No native biosphere|Human-miscible biosphere|No native biosphere|","Millions|Millions|Hundreds of thousands|Tens of thousands|","4. Baseline postech|4. Baseline postech|4. Baseline postech|1. Medieval|","Cold War|Out of Contact|Civil War|Civil War|","Cold War|Out of Contact|Civil War|Civil War|",80759,102830.04,"7","#000075","Ki¨pa"
32,86.48,-2,"Type'M'flare star",0,"#C80000","Tsi¨yuo","5","Breathable Mix|Breathable Mix|Breathable Mix|Breathable Mix|Breathable Mix|","Cold|Temperate|Temperate|Cold|Cold|","Human-miscible biosphere|Human-miscible biosphere|Human-miscible biosphere|Human-miscible biosphere|Engineered biosphere|","Tens of thousands|Billions|Hundreds of thousands|Millions|Hundreds of thousands|","4. Baseline postech|5. Pretech|4. Baseline postech|4. Baseline postech|0. Stone age|","Desert World|Cold War|Civil War|Cold War|Cold War|","Desert World|Cold War|Civil War|Cold War|Cold War|",80782,102836.48,"7","#000075","Tsi¨yuo"
115,22.08,0,"Faint type'M'red star",0,"#C80000","","2","Airless/Thin Atmosphere|Invasive, toxic atmosphere|","Temperate|Temperate|","Immiscible biosphere|Human-miscible biosphere|","Millions|Hundreds of thousands|","3. Twentieth-century|4. Baseline postech|","Altered Humanity|Civil War|","Altered Humanity|Civil War|",80865,102772.08,"7","#000075","Momi"
13,168.36,-29,"Type'M'flare star",0,"#C80000","","3","Breathable Mix|Corrosive, and invasive atmosphere|Breathable Mix|","Variable temperate-to-warm|Warm|Temperate|","Microbial life|Immiscible biosphere|Microbial life|","Hundreds of thousands|Millions|Hundreds of thousands|","4. Baseline postech|4. Baseline postech|0. Stone age|","Abandoned Colony|Cold War|Badlands World|","Abandoned Colony|Cold War|Badlands World|",80763,102918.36,"7","#000075","Ki’ek"
66,123.28,0,"Faint type'M'red star",0,"#C80000","","4","Airless/Thin Atmosphere|Breathable Mix|Breathable Mix|Airless/Thin Atmosphere|","Cold|Warm|Burning|Cold|","Human-miscible biosphere|Human-miscible biosphere|Human-miscible biosphere|No native biosphere|","Hundreds of thousands|Millions|Hundreds of thousands|Tens of thousands|","0. Stone age|4. Baseline postech|4. Baseline postech|2. Nineteenth-century|","Bubble Cities|Cold War|Bubble Cities|Civil War|","Bubble Cities|Cold War|Bubble Cities|Civil War|",80816,102873.28,"7","#000075","Yei"
237,230.92,-24,"Type'M'flare star",0,"#C80000","","1","Breathable Mix|","Temperate|","No native biosphere|","Millions|","4. Baseline postech|","Cold War|","Cold War|",80987,102980.92,"7","#000075","Irti¨s"
82,119.6,0,"Type'M'flare star",0,"#C80000","","3","Airless/Thin Atmosphere|Breathable Mix|Breathable Mix|","Warm|Warm|Warm|","Biosphere remnants|Immiscible biosphere|Immiscible biosphere|","Tens of thousands|Millions|Hundreds of thousands|","1. Medieval|4. Baseline postech|1. Medieval|","Cold War|Cold War|Cold War|","Cold War|Cold War|Cold War|",80832,102869.6,"7","#000075","Hilo¨tiu"
125,157.32,-1,"Type'M'flare star",0,"#C80000","Kokus","4","Breathable Mix|Airless/Thin Atmosphere|Breathable Mix|Invasive, toxic atmosphere|","Variable temperate-to-warm|Temperate|Temperate|Cold|","Engineered biosphere|Human-miscible biosphere|Microbial life|No native biosphere|","Millions|Hundreds of thousands|Tens of thousands|Tens of thousands|","4. Baseline postech|4. Baseline postech|1. Medieval|2. Nineteenth-century|","Civil War|Civil War|Civil War|Area 51|","Civil War|Civil War|Civil War|Area 51|",80875,102907.32,"7","#000075","Kokus"
24,11.96,0,"Type'M'flare star",4,"#C80000","E¨me¨mpe¨l","5","Airless/Thin Atmosphere|Breathable Mix|Thick atmosphere, breathable with a pressure mask|Breathable Mix|Breathable Mix|","Variable cold-to-temperate|Cold|Temperate|Cold|Variable temperate-to-warm|","Immiscible biosphere|Immiscible biosphere|Human-miscible biosphere|Human-miscible biosphere|No native biosphere|","Millions|Hundreds of thousands|Hundreds of thousands|Tens of thousands|Millions|","4. Baseline postech|4. Baseline postech|4. Baseline postech|4. Baseline postech|3. Twentieth-century|","Cold War|Altered Humanity|Bubble Cities|Colonized Population|Civil War|","Cold War|Altered Humanity|Bubble Cities|Colonized Population|Civil War|",80774,102761.96,"7","#000075","E¨me¨mpe¨l"
107,228.16,-6,"Type'M'red star",5,"#C80000","","2","Breathable Mix|Breathable Mix|","Cold|Variable cold-to-temperate|","No native biosphere|Hybrid biosphere|","Failed colony|Outpost|","4. Baseline postech|3. Twentieth-century|","Desert World|Colonized Population|","Desert World|Colonized Population|",80857,102978.16,"7","#000075","Lip"
84,116.84,-202,"Type'M'red star",0,"#C80000","","3","Airless/Thin Atmosphere|Breathable Mix|Breathable Mix|","Cold|Warm|Frozen|","Hybrid biosphere|Human-miscible biosphere|No native biosphere|","Aliens|Millions|Millions|","2. Nineteenth-century|4. Baseline postech|4. Baseline postech|","Area 51|Cold War|Altered Humanity|","Area 51|Cold War|Altered Humanity|",80834,102866.84,"7","#000075","Kinto"
99,174.8,-1,"Faint type'M'red star",0,"#C80000","Si~m","3","Breathable Mix|Breathable Mix|Invasive, toxic atmosphere|","Temperate|Warm|Variable cold-to-temperate|","Human-miscible biosphere|Human-miscible biosphere|Biosphere remnants|","Aliens|Tens of thousands|Billions|","3. Twentieth-century|3. Twentieth-century|4. Baseline postech|","Bubble Cities|Cold War|Out of Contact|","Bubble Cities|Cold War|Out of Contact|",81099,99424.8,"8","#a9a9a9","Si~m"
67,216.2,-156,"Type'M'red star",1,"#C80000","","2","Airless/Thin Atmosphere|Breathable Mix|","Variable cold-to-temperate|Frozen|","No native biosphere|Human-miscible biosphere|","Millions|Outpost|","4. Baseline postech|2. Nineteenth-century|","Civil War|Bubble Cities|","Civil War|Bubble Cities|",81067,99466.2,"8","#a9a9a9","Mo´pe´"
19,10.12,0,"Type'M'flare star",0,"#C80000","","4","Invasive, toxic atmosphere|Breathable Mix|Breathable Mix|Corrosive, and invasive atmosphere|","Temperate|Temperate|Variable cold-to-temperate|Variable cold-to-temperate|","Microbial life|Hybrid biosphere|Biosphere remnants|No native biosphere|","Outpost|Tens of thousands|Billions|Billions|","3. Twentieth-century|0. Stone age|4. Baseline postech|1. Medieval|","Cold War|Out of Contact|Out of Contact|Altered Humanity|","Cold War|Out of Contact|Out of Contact|Altered Humanity|",81019,99260.12,"8","#a9a9a9","Denos"
34,164.68,0,"Type'M'flare star",0,"#C80000","","3","Breathable Mix|Breathable Mix|Corrosive, and invasive atmosphere|","Warm|Variable cold-to-temperate|Warm|","Microbial life|Biosphere remnants|Immiscible biosphere|","Millions|Hundreds of thousands|Aliens|","5. Pretech|3. Twentieth-century|3. Twentieth-century|","Cold War|Out of Contact|Area 51|","Cold War|Out of Contact|Area 51|",81034,99414.68,"8","#a9a9a9","Gamime´pappe´~shuks"
243,36.8,0,"Red giant star",0,"#C80000","","1","Inert Gas|","Burning|","Human-miscible biosphere|","Billions|","4. Baseline postech|","Altered Humanity|","Altered Humanity|",81243,99286.8,"8","#a9a9a9","Tiki~rd"
15,153.64,-124,"Type'M'flare star",0,"#C80000","","4","Breathable Mix|Breathable Mix|Breathable Mix|Corrosive, and invasive atmosphere|","Variable cold-to-temperate|Warm|Variable cold-to-temperate|Burning|","Human-miscible biosphere|Hybrid biosphere|Biosphere remnants|Hybrid biosphere|","Millions|Millions|Millions|Billions|","4. Baseline postech|4. with specialties or surviving pretech|4. Baseline postech|0. Stone age|","Civil War|Bubble Cities|Out of Contact|Abandoned Colony|","Civil War|Bubble Cities|Out of Contact|Abandoned Colony|",81015,99403.64,"8","#a9a9a9","Pusosk"
115,133.4,0,"Type'M'flare star",5,"#C80000","","2","Breathable Mix|Thick atmosphere, breathable with a pressure mask|","Variable cold-to-temperate|Cold|","Immiscible biosphere|No native biosphere|","Millions|Millions|","3. Twentieth-century|2. Nineteenth-century|","Colonized Population|Altered Humanity|","Colonized Population|Altered Humanity|",81115,99383.4,"8","#a9a9a9","No´bo"
